ID,Restaurant,Address,Time,Price,District,Lowest_price,Highest_price,Average_price
1105,"3 Râu - Gà Rán, Pizza & Trà Sữa - Bình Phú","225 Bình Phú, P. 11, Quận 6, TP. HCM",00:00 - 00:00,20.000 - 70.000,Quận 6,20000,70000,45000.0
1106,Lola Korean Food - Tokbokki & Gà Xốt - Phạm Văn Chí,"118 Phạm Văn Chí, P. 4, Quận 6, TP. HCM",00:00 - 00:00,15.000 - 50.000,Quận 6,15000,50000,32500.0
1107,Cơm Tấm Chay Tịnh Tâm - Minh Phụng,"45A Minh Phụng, P. 5, Quận 6, TP. HCM",00:00 - 00:00,0 - 0,Quận 6,0,0,0.0
1108,Ngọc Trinh - Bánh Tráng Siêu Cay - Hậu Giang,"271 Hậu Giang, P. 5, Quận 6, TP. HCM",08:30 - 21:30,10.000 - 15.000,Quận 6,10000,15000,12500.0
1109,Cơm Thố Tiến Phát - Bà Hom,"96A Bà Hom, P. 13, Quận 6, TP. HCM",08:30 - 22:25,10.000 - 100.000,Quận 6,10000,100000,55000.0
1110,Tường Trà - Quán Chay Gia Truyền,"158 Trần Văn Kiểu, P. 10, Quận 6, TP. HCM",07:00 - 13:00 | 16:00 - 21:00,27.000 - 40.000,Quận 6,27000,40000,33500.0
1111,Tré Trộn Cóc Giang Hoàng - Minh Phụng,"48 Minh Phụng, P. 5, Quận 6, TP. HCM",00:00 - 00:00,40.000 - 50.000,Quận 6,40000,50000,45000.0
1112,Lotteria - Hậu Giang,"52 Hậu Giang, P. 6, Quận 6, TP. HCM",08:00 - 22:00,10.000 - 150.000,Quận 6,10000,150000,80000.0
1113,Xôi Bánh Mì Hồng Ánh - Ăn Vặt - Minh Phụng,"82 Minh Phụng, P. 5, Quận 6, TP. HCM",00:00 - 23:59,15.000 - 25.000,Quận 6,15000,25000,20000.0
1114,Subin - Cơm Gà Xối Mỡ,"251B Phan Văn Khỏe, P. 5, Quận 6, TP. HCM",00:00 - 00:00,15.000 - 35.000,Quận 6,15000,35000,25000.0
1115,Gà Ta Thành Công 3,"201 Bình Tiên, P. 8, Quận 6, TP. HCM",00:00 - 23:59,30.000 - 100.000,Quận 6,30000,100000,65000.0
1116,Công Hằng - Bánh Canh Chả Cá Nha Trang - Cư Xá Phú Lâm B,"D17 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",07:00 - 23:00,10.000 - 35.000,Quận 6,10000,35000,22500.0
1117,Cháo Thập Cẩm 26 - Cháo Triều Châu - Tân Hoà Đông,"26 Tân Hòa Đông, P. 14, Quận 6, TP. HCM",00:00 - 00:00,0 - 0,Quận 6,0,0,0.0
1118,Phở Phú Lâm - Phở Bò - Bà Hom,"20/2 Bà Hom, P. 13, Quận 6, TP. HCM",05:30 - 11:30,0 - 0,Quận 6,0,0,0.0
1119,Kichi Kichi Lẩu Băng Chuyền - Bình Phú,"123 - 125 - 127 Bình Phú, P. 11, Quận 6, TP. HCM",00:00 - 00:00,30.000 - 300.000,Quận 6,30000,300000,165000.0
1120,"By Chíp - Bánh Gạo, Gà Rán & Trà Sữa - Nguyễn Văn Luông","413 Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM",00:00 - 00:00,10.000 - 35.000,Quận 6,10000,35000,22500.0
1121,Sushi 107,"107 Đường Số 10, P. 13, Quận 6, TP. HCM",00:00 - 00:00,25.000 - 90.000,Quận 6,25000,90000,57500.0
1122,Súp Cua Mộc - Lê Văn Lương,"504 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM",06:30 - 22:00,15.000 - 40.000,Quận 7,15000,40000,27500.0
1123,Cơm Tấm Phúc Lộc Thọ - 524 Nguyễn Thị Thập,"524 Nguyễn Thị Thập, P. Tân Hưng, Quận 7, TP. HCM",08:00 - 20:30,32.000 - 139.000,Quận 7,32000,139000,85500.0
1124,Thiên Đăng Quán - Cháo Lươn & Miến Lươn,"136A Đường Số 79, P. Tân Quy, Quận 7, TP. HCM",06:00 - 13:00 | 16:00 - 20:00,5.000 - 55.000,Quận 7,5000,55000,30000.0
1125,Mì Quảng 3 Anh Em - Nguyễn Thị Thập,"577 Nguyễn Thị Thập, P. Tân Phong, Quận 7, TP. HCM",06:00 - 22:00,30.000 - 60.000,Quận 7,30000,60000,45000.0
1126,Lotteria - Big C Cityland,"99 Nguyễn Thị Thập, P. Tân Phú, Quận 7, TP. HCM",07:30 - 21:00,30.000 - 100.000,Quận 7,30000,100000,65000.0
1127,Bánh Mì Pate Hải Phòng - Shop Online,"588/29 Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM",06:00 - 23:00,15.000 - 120.000,Quận 7,15000,120000,67500.0
1128,Phở 24 - Grand View,"Sd5-1-056 Mỹ Khánh 3, 177 Nguyễn Đức Cảnh, P. Tân Phong, Quận 7, TP. HCM",06:00 - 21:45,25.000 - 110.000,Quận 7,25000,110000,67500.0
1129,Quán Chay Thuận Đức,"56 Đường 81, P. Tân Quy, Quận 7, TP. HCM",06:00 - 22:00,15.000 - 150.000,Quận 7,15000,150000,82500.0
1130,Cơm Tấm Ngọc Lý,"715 Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",07:00 - 19:00,30.000 - 45.000,Quận 7,30000,45000,37500.0
1131,Bún Bò Sa Tế Sả - Phú Thuận,"B1 Phú Thuận, P. Phú Thuận, Quận 7, TP. HCM",06:00 - 13:00 | 17:00 - 21:00,15.000 - 45.000,Quận 7,15000,45000,30000.0
1132,Cô Ba Loan - Cà Ri Gà - Huỳnh Tấn Phát,"719/4A Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",07:00 - 22:00,10.000 - 100.000,Quận 7,10000,100000,55000.0
1133,Bún Bò Huế Thanh Hương - Mai Văn Vĩnh,"60 Mai Văn Vĩnh, P. Tân Quy, Quận 7, TP. HCM",07:00 - 13:30 | 15:30 - 21:45,30.000 - 40.000,Quận 7,30000,40000,35000.0
1134,Station Food & Tea - Nguyễn Hữu Thọ,"458D Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",00:00 - 23:59,19.000 - 55.000,Quận 7,19000,55000,37000.0
1135,Cơm Tấm Long Xuyên Hằng Thư - Cơm Tấm - Lê Văn Lương,"196 Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM",00:00 - 23:59,0 - 0,Quận 7,0,0,0.0
1136,A Mìn Quán - Ẩm Thực Trung Hoa - Phú Mỹ Hưng,"8 Đường Số 6, Khu Phố Hưng Vượng 2, P. Tân Phong, Quận 7, TP. HCM",06:45 - 21:00,20.000 - 299.000,Quận 7,20000,299000,159500.0
1137,Quán Ngon Trảng Bàng - Chính Gốc - Không Chi Nhánh,"68A Nguyễn Thị Thập, P. Bình Thuận, Quận 7, TP. HCM",07:00 - 22:00,30.000 - 110.000,Quận 7,30000,110000,70000.0
1138,Cơm Tấm Bà Hai - 137 Huỳnh Tấn Phát,"137 Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, TP. HCM",06:00 - 21:15,15.000 - 30.000,Quận 7,15000,30000,22500.0
1139,Chị Trâm - Gỏi Cuốn & Hột Vịt Lộn,"728 Huỳnh Tấn Phát, P. Tân Phú (Bên Hông Hẻm 730 Huỳnh Tấn Phát), Quận 7, TP. HCM",06:00 - 21:00,7.000 - 20.000,Quận 7,7000,20000,13500.0
1140,Cơm Tấm Phúc Lộc Thọ - Huỳnh Tấn Phát,"728 Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM",08:00 - 20:00,29.000 - 129.000,Quận 7,29000,129000,79000.0
1141,Cháo Lòng Miền Tây - Lê Văn Lương,"121 Lê Văn Lương, P. Tân Kiểng, Quận 7, TP. HCM",00:00 - 23:59,10.000 - 30.000,Quận 7,10000,30000,20000.0
1142,Cơm Niêu Thiên Lý - KDC Him Lam,"74 Nguyễn Thị Thập, KDC Him Lam, Quận 7, TP. HCM",00:00 - 00:00,40.000 - 300.000,Quận 7,40000,300000,170000.0
